title	publication_date	journal	doi	url	citation_count	score	tags	innovation	limitations	next_steps	mof_relevance
Escaping the hydrolysis trap: a react agent for inverse design of durable photocatalytic covalent organic frameworks	2026-06-03	npj Computational Materials	https://doi.org/10.1038/s41524-026-02168-w	https://doi.org/10.1038/s41524-026-02168-w	0	14.833	active_learning,catalysis,cof,foundation_model,generative_model,h2,photocatalysis,priority_journal	Here we introduce Ara , a large-language-model (LLM) agent that leverages pretrained chemical knowledge, donor-acceptor theory, conjugation effects, and linkage stability hierarchies, to guide the search for photocatalytic COFs satisfying joint band-gap, band-edge, and hydrolytic-stability criteria.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
Latent Diffusion Pretraining for Crystal Property Prediction	2026-05-30	arXiv (Cornell University)		https://arxiv.org/abs/2606.00776	0	14.589	crystal,dft,generative_model,gnn,md,ml,self_supervised,separation,transfer_learning	In this work, we introduce a novel latent diffusion based pretraining framework, CrysLDNet, designed to mitigate data scarcity.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
A multimodal large language model for materials science	2026-04-24	Nature Machine Intelligence	https://doi.org/10.1038/s42256-026-01214-y	https://doi.org/10.1038/s42256-026-01214-y	0	14.389	foundation_model,interatomic_potential,ml,multimodal,priority_journal	In this work, we introduce MatterChat, a versatile structure-aware multimodal LLM that unifies material structural data and textual inputs into a single cohesive model.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
AI-Driven Image Processing for Microstructure and Surface Characterization: A Systematic Review of Methods, Materials, and Applications	2026-05-30	Archives of Computational Methods in Engineering	https://doi.org/10.1007/s11831-026-10641-4	https://doi.org/10.1007/s11831-026-10641-4	0	14.289	force_field,generative_model,h2,ml,physics_informed,review,transfer_learning	Artificial intelligence (AI) has rapidly become a key enabler in materials science, facilitating automated, high-precision analysis of microstructure and surface characteristics.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Likely sensitive to training-set coverage and transferability across chemistries.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
A Padding Method for Enhanced Encoding of Inorganic Structures with Varying Chemical Compositions	2026-05-29	ArXiv.org		https://arxiv.org/abs/2605.30743	0	14.278	crystal,generative_model,h2,interatomic_potential,ml,physics_informed	To address this, we introduce a novel method that redefines the encoding and generation of inorganic materials by utilizing domain-specific symmetry-aware representation.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Likely sensitive to training-set coverage and transferability across chemistries.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
Active learning of collinear magnetic Moment Tensor Potentials using the spin-MLIP package from soft-constrained spin-polarized DFT calculations: a case study of Fe-Pd	2026-05-26	ArXiv.org		https://arxiv.org/abs/2605.26897	0	14.244	active_learning,crystal,dft,h2,interatomic_potential,md,uncertainty	In this study, we present a workflow for active learning of magnetic Moment Tensor Potential (mMTP) during molecular dynamics (MD) simulations.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
Generative modelling of inorganic materials with explicit electronic structure	2026-06-02	Nature Communications	https://doi.org/10.1038/s41467-026-73985-2	https://doi.org/10.1038/s41467-026-73985-2	0	14.222	battery,crystal,generative_model,h2,priority_journal,separation	In this work, we present ChargeDIFF, a generative model for inorganic materials that explicitly incorporates electronic structure into the generation process.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
PhaseTransfer: A transfer learning framework for efficient phase diagram mapping	2026-05-26	npj Computational Materials	https://doi.org/10.1038/s41524-026-02154-2	https://doi.org/10.1038/s41524-026-02154-2	0	13.944	active_learning,h2,high_throughput,priority_journal,transfer_learning	Here we introduce PhaseTransfer, a transfer learning framework that leverages previously characterized phase diagrams to accelerate mapping of new systems.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Reducing bias and enhancing equity in AI-enabled precision nutrition: addressing measurement error across wearables, multiomics, and dietary data	2026-06-04	Frontiers in Digital Health	https://doi.org/10.3389/fdgth.2026.1805704	https://doi.org/10.3389/fdgth.2026.1805704	0	13.544	h2,ml,multimodal,review,uncertainty	Artificial intelligence (AI) can offer individualized dietary guidance based on multimodal data collected from various sources, including wearable sensors, high-dimensional multiomics and biomarker analyses, behavioral tracking, and self-reported dietary intake, enabling the emergence of precision nutrition.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
Book of Abstracts: Past, Present and Future of Particle Technology Conference 2026	2026-06-03	White Rose Research Online (University of Leeds, The University of Sheffield, University of York)		https://openalex.org/W7163721383	0	13.333	equivariant_ml,gnn,h2,md,ml,physics_informed	Ever since the EPSRC Specially-Promoted Programme on Particle Technology, coordinated by the late Leslie J.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.
Data Enrichment for Symbolic Regression Using Diffusion Models	2026-05-31	arXiv (Cornell University)		https://arxiv.org/abs/2606.00988	0	13.300	generative_model,md,physics_informed,symbolic_regression	In this study, we introduce a physics-guided latent diffusion framework for DE for down the line SR models.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
World Models: A Comprehensive Survey of Architectures, Methodologies, Reasoning Paradigms, and Applications	2026-05-28	ArXiv.org		https://arxiv.org/abs/2606.00133	0	13.267	high_throughput,md,ml,multimodal,physics_informed,review,uncertainty	World models, internal simulators that learn the structure and dynamics of an environment, have emerged as a central paradigm in the pursuit of artificial general intelligence, enabling agents to predict, plan, and reason within learned representations.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
CrystalCGAIN: efficient generation and inverse design of porous crystal structures with target properties	2026-05-28	npj Computational Materials	https://doi.org/10.1038/s41524-026-02138-2	https://doi.org/10.1038/s41524-026-02138-2	0	13.167	crystal,dft,generative_model,priority_journal,separation,zeolite	The development of new materials is a key challenge in modern materials science.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
End-to-end multimodal structure elucidation from raw spectra combining contrastive learning and evolutionary algorithms	2026-06-05	Nature Communications	https://doi.org/10.1038/s41467-026-73846-y	https://doi.org/10.1038/s41467-026-73846-y	0	13.056	h2,high_throughput,ml,multimodal,priority_journal,self_supervised	Here we present SECS, a framework that combines contrastive learning with evolutionary algorithms to automate structure elucidation directly from raw, multimodal spectroscopic data.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Charting the thermodynamic stability of hybrid perovskite alloys with machine learning	2026-05-28	ArXiv.org		https://arxiv.org/abs/2605.30012	0	12.967	alloy,dft,gnn,h2,interatomic_potential,ml,perovskite	We present a machine-learning (ML) accelerated atomistic modeling approach for the phase stability of (Cs/FA)Pb(Br/I)3 and (Cs/FA)Sn(Br/I)3 perovskites, with FA being formamidinium.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.
A review of deep learning-based surface defect detection for castings	2026-06-06	World Journal of Advanced Research and Reviews	https://doi.org/10.30574/wjarr.2026.30.3.1608	https://doi.org/10.30574/wjarr.2026.30.3.1608	0	12.567	force_field,h2,ml,multimodal,review,self_supervised	As a core technology in the high-end equipment manufacturing industry, casting requires crucial surface defect detection of products for quality control.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
SLUSCHI-UP: A Web Infrastructure for SLUSCHI Melting-Temperature Calculations Using Universal Machine-Learning Interatomic Potentials	2026-06-03	ArXiv.org		https://arxiv.org/abs/2606.04973	0	12.533	crystal,dft,equivariant_ml,h2,high_throughput,interatomic_potential,md	Melting temperature is a critical property for high-temperature materials design, but first-principles melting calculations based on finite-temperature molecular dynamics can require substantial computational resources.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.
MatFormBench: A Benchmarking Evaluation Framework for Target-Driven Materials Formulation	2026-05-26	ArXiv.org		https://arxiv.org/abs/2605.26741	0	12.444	foundation_model,generative_model,h2,high_throughput,md,ml	Inverse design of materials has significantly advanced target-driven formulation optimization, yet existing materials machine learning benchmarks remain limited to forward property prediction, failing to systematically evaluate inverse optimization and generation algorithms, a critical gap that hinders the progress of target-driven materials design.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
Graph neural networks for full waveform inversion	2026-06-04	Computational Mechanics	https://doi.org/10.1007/s00466-026-02796-5	https://doi.org/10.1007/s00466-026-02796-5	0	12.344	gnn,h2,ml,self_supervised,transfer_learning	Furthermore, we demonstrate that the inversion of the 3D elastic wave equation can be significantly accelerated by inexpensive pre-training on scalar 2D datasets, resulting in faster convergence and improved reconstruction accuracy.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Multi-Task Crack Foundation Model for Engineering-Reliable Crack Representation and Topology Preservation in Civil Infrastructure	2026-06-04	arXiv (Cornell University)		https://arxiv.org/abs/2606.05641	0	12.344	foundation_model,transfer_learning,uncertainty	Reliable crack assessment requires not only accurate pixel-level masks but also connected crack geometry and confidence estimates that remain stable under domain shift.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
