title	publication_date	journal	doi	url	citation_count	score	tags	innovation	limitations	next_steps	mof_relevance	transfer_distance	mof_transfer_route
Development of AI-eChemist Laboratory	2026-08-06	AI Agent	https://doi.org/10.20517/aiagent.2026.15	https://doi.org/10.20517/aiagent.2026.15	0	11.400	active_learning,catalysis,electrocatalysis,h2,high_throughput,ml,multimodal,review	As an autonomous experimental system tailored to electrochemical scenarios, the AI-eChemist Laboratory integrates front-end intelligent decision-making, automated high-throughput experimentation, multimodal characterization, and data-driven analysis, providing a new paradigm for the discovery, mechanistic understanding, and application validation of complex electrocatalytic materials.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Add kinetics, explicit environment effects, and active-site reconstruction checks.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
Fine-tuning large language models to generate single-atom catalyst synthesis procedures	2026-06-19	Communications Chemistry	https://doi.org/10.1038/s42004-026-02046-y	https://doi.org/10.1038/s42004-026-02046-y	0	10.867	catalysis,foundation_model,h2,review,transfer_learning	We demonstrate the model's practicality through a user interface allowing researchers to query procedures tailored to their design conditions.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Catalytic conclusions are likely thermodynamics-heavy unless kinetics or explicit environment are included.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Add kinetics, explicit environment effects, and active-site reconstruction checks.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
Harnessing Artificial Intelligence (AI) for a greener future: a review of AI advancements in green chemistry, chemical processes and sustainable materials	2026-06-01	Applied Intelligence	https://doi.org/10.1007/s10489-026-07326-7	https://doi.org/10.1007/s10489-026-07326-7	0	10.667	active_learning,catalysis,equivariant_ml,h2,ml,polymer,review,separation	The rise of artificial intelligence (AI), particularly machine learning (ML), is fundamentally reshaping how we pursue green chemistry and sustainable chemical processes.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
Autonomous Optimization of Complex Oxides for Thermochemical Fuel Production	2026-08-07	arXiv (Cornell University)		https://arxiv.org/abs/2608.06877	0	10.611	active_learning,co2,h2,high_throughput,ml,oxide,perovskite,review,water	We then discuss how high-throughput computation, automated synthesis, characterization and testing, and machine learning can be integrated into closed-loop workflows to address these challenges.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	adjacent materials	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
Materials Behavior as Mechanism Ensembles: A Probabilistic Framework for Emergent Behaviors	2026-07-29	arXiv (Cornell University)		https://arxiv.org/abs/2607.27163	0	10.511	h2,ml,multimodal,review	Here we present a probabilistic framework that describes materials behavior as an ensemble of constituent mechanisms whose activation, interaction, and evolution determine emergent outcomes.	Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Potentially useful as a neighboring-method reference.	distant method analogy	Keep only if the full paper exposes a reusable representation, validation loop, or data-efficiency strategy for a concrete MOF task.
Trapped at Tier 1: Why machine learning-guided electrocatalyst discovery has not closed the lab-to-industry gap	2026-07-23	Next Energy	https://doi.org/10.1016/j.nxener.2026.100826	https://doi.org/10.1016/j.nxener.2026.100826	0	10.444	active_learning,battery,catalysis,electrolyte,h2,high_throughput,ml,review,water	Machine learning has transformed electrocatalyst discovery, enabling screening across millions of candidate compositions.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Add kinetics, explicit environment effects, and active-site reconstruction checks.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
Junction-Engineered TiO2 Nanotube Photocatalysts for Efficient Solar Hydrogen Generation: Doping Strategies, Structure–Activity Relationships, and Future Perspectives	2026-07-30	Journal of Materials Science Materials in Energy	https://doi.org/10.1007/s44308-026-00024-3	https://doi.org/10.1007/s44308-026-00024-3	1	10.215	catalysis,catalyst_descriptor,h2,high_throughput,oxide,photocatalysis,review,separation,water	The escalating global energy demand and the imperative to decarbonise the energy sector have established green hydrogen—produced via solar-driven photocatalytic water splitting—as a critical technology for a sustainable future.	Descriptor transfer depends on whether the proposed active-site model remains physically faithful in MOF node or defect environments. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Test whether active-site descriptors transfer to MOF nodes, defects, bimetallic sites, or local-field-controlled catalytic regimes. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Active-site descriptor or model-selection idea can transfer to MOF catalysis through metal-node, defect, bimetallic, or local-field descriptors.	adjacent materials	Adapt active-site model-selection and descriptor mining to MOF metal nodes, defects, bimetallic sites, or local-field catalytic motifs.
Few-Shot Ensemble Learning for Catalysis and Application to Trimetallics for Oxygen Reduction	2026-03-02	ACS Catalysis	https://doi.org/10.1021/acscatal.5c08168	https://doi.org/10.1021/acscatal.5c08168	1	10.149	adsorption,alloy,catalysis,dft,h2,high_throughput,interatomic_potential,transfer_learning,uncertainty	Machine-learned interatomic potentials (MLIPs) are increasingly used to accelerate catalyst discovery, but their accuracy and utility are often unclear, particularly when applying them to different computational setups or design spaces than those of the training data.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
Electron Affinity of Actinide ( IV ) Carboxylate Complexes From MN12 ‐L Density‐Functional Calculations and Explainable Machine Learning	2026-07-17	Journal of Computational Chemistry	https://doi.org/10.1002/jcc.70469	https://doi.org/10.1002/jcc.70469	0	9.878	dft,h2,ml,symbolic_regression	ABSTRACT We present a relativistic density‐functional and explainable machine learning study of the vertical electron affinity (EA) of 14 homologous actinide(IV) carboxylate complexes [M(L) 3 ] + (M = Th–Lr; L = propionate, acrylate).	Likely sensitive to training-set coverage and transferability across chemistries. Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics.	Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Potentially useful as a neighboring-method reference.	distant method analogy	Keep only if the full paper exposes a reusable representation, validation loop, or data-efficiency strategy for a concrete MOF task.
Ioc-Mldroid: a Hybrid Approach for Detection of Android Based Malicious Applications Using Indicators of Compromise (Iocs) and Machine Learning	2027-06-15	i-manager's Journal on Computer Science	10.26634/jcom.14.1.1372	https://doi.org/10.26634/jcom.14.1.1372	0	9.800	h2,ml,surrogate_model	Android operating system has taken over the mobile ecosystem across the world and thus is a prime target of more advanced malware that uses its ability to obfuscate, dynamically load code, encrypted communications and even environment aware evasion behaviors.	Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Potentially useful as a neighboring-method reference.	distant method analogy	Keep only if the full paper exposes a reusable representation, validation loop, or data-efficiency strategy for a concrete MOF task.
A green solvent screening tool for emerging materials via uncertainty aware, transformer enhanced transfer learning	2026-06-11	arXiv (Cornell University)		https://arxiv.org/abs/2606.13060	0	9.778	battery,catalysis,h2,high_throughput,ml,transfer_learning,uncertainty	Overall, we augment data on solubility descriptors by orders of magnitude with high quality predictions.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
ReactionAtlas: Ab origine exploration of chemical reaction networks with machine learning	2026-06-29	arXiv (Cornell University)		https://arxiv.org/abs/2606.30778	0	9.678	catalysis,dft,force_field,generative_model,ml	We introduce ReactionAtlas, which builds a reaction network $\textit{ab origine}$ from a handful of seed molecules and without hand-crafted rules.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Likely sensitive to training-set coverage and transferability across chemistries.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Add kinetics, explicit environment effects, and active-site reconstruction checks.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
Machine Learning Potential-Driven Molecular Dynamics Simulations of Dehydrogenation in Pristine and Doped MgH$_2$	2026-07-20	arXiv (Cornell University)		https://arxiv.org/abs/2607.18182	0	9.411	catalysis,h2,high_throughput,interatomic_potential,md,ml	Among several descriptors, machine learning analysis identified the time-coupled Miedema electron density as the critical descriptor, underscoring the role of electronic properties.	Likely sensitive to training-set coverage and transferability across chemistries. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Add kinetics, explicit environment effects, and active-site reconstruction checks. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	MLIP route can transfer to MOFs if trained on flexible, guest-loaded, and charged configurations.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
DASyR-LLM: Domain-Aware Symbolic Regression with LLMs for Kinetic Model Discovery	2026-08-05	arXiv (Cornell University)		https://arxiv.org/abs/2608.05120	0	9.389	catalysis,foundation_model,h2,ml,symbolic_regression	Here, we introduce an LLM-guided SR framework, embedding an LLM module within an iterative SR algorithm for automated kinetic model discovery.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Add kinetics, explicit environment effects, and active-site reconstruction checks.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
A data-efficient reactive machine learning potential to accelerate automated exploration of complex reaction networks	2026-01-12	ChemRxiv	https://doi.org/10.26434/chemrxiv-2025-sm7f3-v2	https://doi.org/10.26434/chemrxiv-2025-sm7f3-v2	2	9.210	active_learning,high_throughput,interatomic_potential,md,ml,separation	Reactive machine learning potentials (MLPs) significantly benefits high-throughput exploration of complex reaction networks.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	distant method analogy	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
Leveraging Hidden-Space Representations Effectively in Bayesian Optimization for Experiment Design through Dimension-Aware Hyperpriors	2026-02-09	ChemRxiv	https://doi.org/10.26434/chemrxiv.10001986/v2	https://doi.org/10.26434/chemrxiv.10001986/v2	0	9.022	active_learning,foundation_model,gnn,h2,high_throughput,ml,uncertainty	We demonstrate that different chemical representations induce substantial variations in search-space dimensionality, which, when paired with fixed or mismatched lengthscale hyperpriors, lead to flat marginal likelihood landscapes and severely degrade surrogate learning and acquisition optimization.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	distant method analogy	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Gaussian Process Modeling of Bioorthogonal Cycloaddition Reactivity from Sparse Data	2026-02-24	ChemRxiv	https://doi.org/10.26434/chemrxiv.15000346/v1	https://doi.org/10.26434/chemrxiv.15000346/v1	0	8.589	h2,ml,separation,surrogate_model,transfer_learning	Bioorthogonal tetrazine ligations are widely used due to their exceptionally fast kinetics, yet quantitative prediction of their reactivity grounded in experiments remains challenging because experimentally measured rate constants are scarce and unevenly distributed across chemical space.In this work, we demonstrate that Gaussian process (GP) regression models can capture meaningful reactivity trends from sparse kinetic datasets of tetrazine ligations.Using a curated collection of experimental second-order rate constants, we show that GP models achieve competitive predictive performance despite limited data availability.We compare Gaussian process models to a neural network baseline and find that, while the deep learning approach can reach similar point-prediction accuracy, Gaussian processes exhibit more reliable performance in the low-data regime.Importantly, the flexibility of GP models enables data-efficient learning of structure-reactivity relationships without requiring large training datasets.Together, these results establish Gaussian processes as practical surrogate models for modeling reactivity trends in tetrazine ligations and related bioorthogonal cycloadditions, providing a foundation for data-efficient exploration and optimization of bioorthogonal reaction space.	Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	distant method analogy	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Hierarchical Multi-Fidelity Learning for Predicting Three-Dimensional Flame Wrinkling and Turbulent Burning Velocity	2026-05-06	arXiv (Cornell University)		https://arxiv.org/abs/2605.08232	0	8.578	h2,md,ml,separation,surrogate_model	Here, we develop a hierarchical multi-fidelity neural network framework (MuFiNNs) to address this challenge by integrating sparse high-fidelity experimental data with structured low-fidelity representations encoding dominant physical trends.	Likely sensitive to training-set coverage and transferability across chemistries.	Test humid or multicomponent conditions and connect material metrics to process-level targets. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Potentially useful as a neighboring-method reference.	distant method analogy	Keep only if the full paper exposes a reusable representation, validation loop, or data-efficiency strategy for a concrete MOF task.
