title	publication_date	journal	doi	url	citation_count	score	tags	innovation	limitations	next_steps	mof_relevance	transfer_distance	mof_transfer_route
Few-Shot Ensemble Learning for Catalysis and Application to Trimetallics for Oxygen Reduction	2026-03-02	ACS Catalysis	https://doi.org/10.1021/acscatal.5c08168	https://doi.org/10.1021/acscatal.5c08168	2	10.399	adsorption,alloy,catalysis,dft,h2,high_throughput,interatomic_potential,transfer_learning,uncertainty	Machine-learned interatomic potentials (MLIPs) are increasingly used to accelerate catalyst discovery, but their accuracy and utility are often unclear, particularly when applying them to different computational setups or design spaces than those of the training data.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
Materials Behavior as Mechanism Ensembles: A Probabilistic Framework for Emergent Behaviors	2026-07-29	arXiv (Cornell University)		https://arxiv.org/abs/2607.27163	0	10.356	h2,ml,multimodal,review	Here we present a probabilistic framework that describes materials behavior as an ensemble of constituent mechanisms whose activation, interaction, and evolution determine emergent outcomes.	Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Potentially useful as a neighboring-method reference.	distant method analogy	Keep only if the full paper exposes a reusable representation, validation loop, or data-efficiency strategy for a concrete MOF task.
Trapped at Tier 1: Why machine learning-guided electrocatalyst discovery has not closed the lab-to-industry gap	2026-07-23	Next Energy	https://doi.org/10.1016/j.nxener.2026.100826	https://doi.org/10.1016/j.nxener.2026.100826	0	10.289	active_learning,battery,catalysis,electrolyte,h2,high_throughput,ml,review,water	Machine learning has transformed electrocatalyst discovery, enabling screening across millions of candidate compositions.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Add kinetics, explicit environment effects, and active-site reconstruction checks.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
Junction-Engineered TiO2 Nanotube Photocatalysts for Efficient Solar Hydrogen Generation: Doping Strategies, Structure–Activity Relationships, and Future Perspectives	2026-07-30	Journal of Materials Science Materials in Energy	https://doi.org/10.1007/s44308-026-00024-3	https://doi.org/10.1007/s44308-026-00024-3	1	10.060	catalysis,catalyst_descriptor,h2,high_throughput,oxide,photocatalysis,review,separation,water	The escalating global energy demand and the imperative to decarbonise the energy sector have established green hydrogen—produced via solar-driven photocatalytic water splitting—as a critical technology for a sustainable future.	Descriptor transfer depends on whether the proposed active-site model remains physically faithful in MOF node or defect environments. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Test whether active-site descriptors transfer to MOF nodes, defects, bimetallic sites, or local-field-controlled catalytic regimes. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Active-site descriptor or model-selection idea can transfer to MOF catalysis through metal-node, defect, bimetallic, or local-field descriptors.	adjacent materials	Adapt active-site model-selection and descriptor mining to MOF metal nodes, defects, bimetallic sites, or local-field catalytic motifs.
Ioc-Mldroid: a Hybrid Approach for Detection of Android Based Malicious Applications Using Indicators of Compromise (Iocs) and Machine Learning	2027-06-15	i-manager's Journal on Computer Science	10.26634/jcom.14.1.1372	https://doi.org/10.26634/jcom.14.1.1372	0	9.800	h2,ml,surrogate_model	Android operating system has taken over the mobile ecosystem across the world and thus is a prime target of more advanced malware that uses its ability to obfuscate, dynamically load code, encrypted communications and even environment aware evasion behaviors.	Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Potentially useful as a neighboring-method reference.	distant method analogy	Keep only if the full paper exposes a reusable representation, validation loop, or data-efficiency strategy for a concrete MOF task.
Competition-Derived Relative Reactivity and 3D Electronic-State Analysis of Site- and Facial Selectivity in NaBH4/MeOH Ketone Reductions	2026-09-01	ChemRxiv	https://doi.org/10.26434/chemrxiv.15002906/v3	https://doi.org/10.26434/chemrxiv.15002906/v3	0	9.733	h2,ml,reaction_dataset,separation	A Lasso model trained on 83 of these reaction faces with three-dimensional electron-density, electrostatic-potential, and carbonyl-centered projected C=O π * descriptors achieved R 2 = 0.804 under strict nested outer leave-one-out cross-validation.	Catalyst generality inferred from sparse historical reaction data can still reflect reporting bias and needs targeted validation. Likely sensitive to training-set coverage and transferability across chemistries.	Rebuild the workflow on MOF catalytic reaction families with explicit scaffold generality, reporting-bias, and validation splits. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Reaction-specific small-data workflow is useful for MOF catalysis if catalyst generality, literature bias, and scaffold validation are made explicit.	distant method analogy	Adapt catalyst-generality scoring to MOF catalytic reaction families, biased literature data, and targeted experimental or DFT validation.
A green solvent screening tool for emerging materials via uncertainty aware, transformer enhanced transfer learning	2026-06-11	arXiv (Cornell University)		https://arxiv.org/abs/2606.13060	0	9.622	battery,catalysis,h2,high_throughput,ml,transfer_learning,uncertainty	Overall, we augment data on solubility descriptors by orders of magnitude with high quality predictions.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
ReactionAtlas: Ab origine exploration of chemical reaction networks with machine learning	2026-06-29	arXiv (Cornell University)		https://arxiv.org/abs/2606.30778	0	9.522	catalysis,dft,force_field,generative_model,ml	We introduce ReactionAtlas, which builds a reaction network $\textit{ab origine}$ from a handful of seed molecules and without hand-crafted rules.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Likely sensitive to training-set coverage and transferability across chemistries.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Add kinetics, explicit environment effects, and active-site reconstruction checks.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
DASyR-LLM: Domain-Aware Symbolic Regression with LLMs for Kinetic Model Discovery	2026-08-05	arXiv (Cornell University)		https://arxiv.org/abs/2608.05120	0	9.233	catalysis,foundation_model,h2,ml,symbolic_regression	Here, we introduce an LLM-guided SR framework, embedding an LLM module within an iterative SR algorithm for automated kinetic model discovery.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Add kinetics, explicit environment effects, and active-site reconstruction checks.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
A data-efficient reactive machine learning potential to accelerate automated exploration of complex reaction networks	2026-01-12	ChemRxiv	https://doi.org/10.26434/chemrxiv-2025-sm7f3-v2	https://doi.org/10.26434/chemrxiv-2025-sm7f3-v2	2	9.054	active_learning,high_throughput,interatomic_potential,md,ml,separation	Reactive machine learning potentials (MLPs) significantly benefits high-throughput exploration of complex reaction networks.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	distant method analogy	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
Electron microscopy of carbon-supported metal catalysts: From atomic-scale structural characterization to o perando mechanistic insights	2026-09-01	Carbon Future	https://doi.org/10.26599/cf.2026.9200084	https://doi.org/10.26599/cf.2026.9200084	0	8.733	catalysis,catalyst_descriptor,force_field,h2	Abstract Carbon-supported metal catalysts, ranging from isolated single atoms and sub-nanometer clusters to nanoparticles, are widely used in heterogeneous catalysis because of the high surface area, conductivity, tunability and defect-rich nature of carbon supports.	Descriptor transfer depends on whether the proposed active-site model remains physically faithful in MOF node or defect environments. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Test whether active-site descriptors transfer to MOF nodes, defects, bimetallic sites, or local-field-controlled catalytic regimes. Add kinetics, explicit environment effects, and active-site reconstruction checks.	Active-site descriptor or model-selection idea can transfer to MOF catalysis through metal-node, defect, bimetallic, or local-field descriptors.	adjacent materials	Adapt active-site model-selection and descriptor mining to MOF metal nodes, defects, bimetallic sites, or local-field catalytic motifs.
Work Function and High-Coverage Adsorption Energy as Hydrogen-Evolution Descriptors on Ag-Au-Pd-Pt Alloys	2026-08-28	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2608.28347	https://arxiv.org/abs/2608.28347	0	8.689	adsorption,alloy,electrocatalysis,gnn,h2,ml	Hydrogen-evolution activity is commonly rationalized through hydrogen adsorption energies and the Sabatier principle, yet this descriptor picture becomes ambiguous on multimetallic surfaces, where each composition exposes a distribution of local adsorption environments.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.	adjacent materials	Benchmark the representation on periodic MOF graphs with explicit node/linker chemistry and pore topology.
Gaussian Process Modeling of Bioorthogonal Cycloaddition Reactivity from Sparse Data	2026-02-24	ChemRxiv	https://doi.org/10.26434/chemrxiv.15000346/v1	https://doi.org/10.26434/chemrxiv.15000346/v1	0	8.433	h2,ml,separation,surrogate_model,transfer_learning	Bioorthogonal tetrazine ligations are widely used due to their exceptionally fast kinetics, yet quantitative prediction of their reactivity grounded in experiments remains challenging because experimentally measured rate constants are scarce and unevenly distributed across chemical space.In this work, we demonstrate that Gaussian process (GP) regression models can capture meaningful reactivity trends from sparse kinetic datasets of tetrazine ligations.Using a curated collection of experimental second-order rate constants, we show that GP models achieve competitive predictive performance despite limited data availability.We compare Gaussian process models to a neural network baseline and find that, while the deep learning approach can reach similar point-prediction accuracy, Gaussian processes exhibit more reliable performance in the low-data regime.Importantly, the flexibility of GP models enables data-efficient learning of structure-reactivity relationships without requiring large training datasets.Together, these results establish Gaussian processes as practical surrogate models for modeling reactivity trends in tetrazine ligations and related bioorthogonal cycloadditions, providing a foundation for data-efficient exploration and optimization of bioorthogonal reaction space.	Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	distant method analogy	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Hierarchical Multi-Fidelity Learning for Predicting Three-Dimensional Flame Wrinkling and Turbulent Burning Velocity	2026-05-06	arXiv (Cornell University)		https://arxiv.org/abs/2605.08232	0	8.422	h2,md,ml,separation,surrogate_model	Here, we develop a hierarchical multi-fidelity neural network framework (MuFiNNs) to address this challenge by integrating sparse high-fidelity experimental data with structured low-fidelity representations encoding dominant physical trends.	Likely sensitive to training-set coverage and transferability across chemistries.	Test humid or multicomponent conditions and connect material metrics to process-level targets. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Potentially useful as a neighboring-method reference.	distant method analogy	Keep only if the full paper exposes a reusable representation, validation loop, or data-efficiency strategy for a concrete MOF task.
Expert-Informed Contrastive Learning of Condition Space for Amide Coupling Reactions	2026-03-18	ChemRxiv	https://doi.org/10.26434/chemrxiv.15001054/v1	https://doi.org/10.26434/chemrxiv.15001054/v1	0	7.878	h2,high_throughput,ml,self_supervised,separation	Here, we present a novel machine learning framework designed to generate chemically relevant representations for sets of conditions.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	distant method analogy	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Artificial intelligence-driven platform for catalytic reactor discovery and optimization applied to carbon dioxide valorization	2025-02-20	ChemRxiv	https://doi.org/10.26434/chemrxiv-2025-3gstc	https://doi.org/10.26434/chemrxiv-2025-3gstc	0	3.800	active_learning,co2,high_throughput,ml,oxide	It integrates the parametric design and analysis of advanced structures from mathematic models (Reac-Gen), the high-resolution 3D printing and functionalization of catalytic reactors (Reac-Fab) with an algorithm that validates the printability of reactor designs and a self-driving laboratory platform (Reac-Eval) capable of parallel multi-reactor evaluations featuring real-time NMR monitoring and machine learning (ML) simultaneous optimization of process parameters and topologic descriptors.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	adjacent materials	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
Expanding frontiers of complex reaction network exploration through a general reactive machine learning potential	2025-05-29	Research Square	https://doi.org/10.21203/rs.3.rs-6458754/v1	https://doi.org/10.21203/rs.3.rs-6458754/v1	0	3.622	interatomic_potential,ml	Expanding frontiers of complex reaction network exploration through a general reactive machine learning potential	Likely sensitive to training-set coverage and transferability across chemistries.	Extend training to guest-loaded, distorted, and diffusion-transition configurations. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	MLIP route can transfer to MOFs if trained on flexible, guest-loaded, and charged configurations.	distant method analogy	Use the MLIP workflow for flexible, guest-loaded, charged, or diffusion-transition MOF configurations.
