title	publication_date	journal	doi	url	citation_count	score	tags	innovation	limitations	next_steps	mof_relevance
An active learning workflow for predicting misfit volume in body-centered cubic refractory high-entropy alloys	2026-06-10	Scientific Reports	https://doi.org/10.1038/s41598-026-57006-2	https://doi.org/10.1038/s41598-026-57006-2	0	13.611	active_learning,alloy,dft,ml,separation,symbolic_regression,uncertainty	However, a mechanistic understanding of their yield strength requires accurate determination of the misfit volume descriptor (δ), which quantifies the local volume change due to the size and electronic heterogeneity of constituent elements in the solid solution.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
Artificial intelligence-empowered biochar engineering: From design fundamentals to commercialization	2026-06-30	ChemRxiv	https://doi.org/10.26434/chemrxiv.15005458/v1	https://doi.org/10.26434/chemrxiv.15005458/v1	0	13.533	active_learning,adsorption,catalysis,foundation_model,ml,review	Engineered biochar is a promising carbon material for sustainable energy and environmental applications, yet its transition from laboratory-scale synthesis to commercial deployment remains constrained.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
ElemeNet: Multiscale Molecular Machine Learning with Uncertainty Quantification Across the Periodic Table	2026-06-29	arXiv (Cornell University)		https://arxiv.org/abs/2606.30961	0	13.522	equivariant_ml,h2,high_throughput,ml,uncertainty	As well as more common atom-, bond-, and molecule-level predictions, we introduce moiety predictions.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
Trustworthy Explainable AI for Asphalt Pavement Engineering: A Systematic Scoping Review of Materials, Performance, and Decision Support	2026-06-25	Applied System Innovation	https://doi.org/10.3390/asi9070133	https://doi.org/10.3390/asi9070133	0	13.478	high_throughput,ml,review,surrogate_model,uncertainty	Machine learning has become a field of growing interest in asphalt pavement engineering, spanning mix design, material characterization, performance prediction, distress detection, sustainability, quality control, and maintenance planning.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
Self-Supervised Calibration of Scientific Instruments Using Physical Consistency Constraints	2026-06-28	arXiv (Cornell University)		https://arxiv.org/abs/2606.29466	0	13.311	h2,ml,physics_informed,self_supervised,uncertainty	We introduce a physics-informed self-supervised framework that jointly learns latent detector calibration parameters and task-specific predictions directly from raw measurements without requiring pre-calibrated signals or external labels.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Guided Adaptive Diffusion: An Evolutionary Framework for Multimodal Atomistic Structure Prediction	2026-06-25	Journal of Chemical Information and Modeling	https://doi.org/10.1021/acs.jcim.6c00843	https://doi.org/10.1021/acs.jcim.6c00843	0	13.078	generative_model,high_throughput,interatomic_potential,md,multimodal,physics_informed	In this work, we introduce an adaptive diffusion framework that reinterprets the neural-network-based denoising process as an evolutionary search mechanism for structure optimization.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
Data Enrichment for Symbolic Regression Using Diffusion Models	2026-05-31	arXiv (Cornell University)		https://arxiv.org/abs/2606.00988	0	13.000	generative_model,md,physics_informed,symbolic_regression	In this study, we introduce a physics-guided latent diffusion framework for DE for down the line SR models.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
A Combined Tight Binding with Machine Learning Potential Model for Magnesium Compounds	2026-06-24	arXiv (Cornell University)		https://arxiv.org/abs/2606.25853	0	12.967	adsorption,co2,dft,equivariant_ml,h2,interatomic_potential,md,ml,water	We present a model for magnesium-based systems that combines density functional tight binding (DFTB) with MACE, a machine learning interatomic potential (DFTB+MACE).	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.
Fourier-KAGAT: resolving activity cliffs in organic photocatalysts via Fourier-based learnable activations	2026-06-20	npj Computational Materials	https://doi.org/10.1038/s41524-026-02194-8	https://doi.org/10.1038/s41524-026-02194-8	0	12.622	catalysis,dft,gnn,h2,ml,photocatalysis,priority_journal,separation	Here, we introduce a Fourier-based Kolmogorov-Arnold Graph Attention Network (Fourier-KAGAT), a geometrically enhanced architecture that integrates learnable Fourier-based activation functions into the graph message-passing step, enabling the model to capture subtle stereoelectronic effects that fixed non-linearities miss.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.
Neutron and X-ray Diffraction Reveal the Limits of Long-Range Machine Learning Potentials for Medium-Range Order in Silica Glass	2026-07-03	Journal of Physics Materials	https://doi.org/10.1088/2515-7639/ae8643	https://doi.org/10.1088/2515-7639/ae8643	0	12.567	equivariant_ml,force_field,h2,interatomic_potential,md,ml	Abstract Glassy silica is a foundational material in optics and electronics, yet accurately predicting its medium-range order (MRO) remains a major challenge for machine-learning interatomic potentials (MLIPs).	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.
Predicting fatigue and failure in metals and composites: a machine learning enabled multiscale modeling perspective	2026-06-13	Journal of Materials Science Materials Theory	https://doi.org/10.1186/s41313-026-00078-4	https://doi.org/10.1186/s41313-026-00078-4	0	12.544	h2,md,ml,review,uncertainty	The platform enables uncertainty-quantified efficient scale bridging with explicit representation of lower-scale descriptors (RAMPs) in higher-scale response functions.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
Semiconductor Nanotechnology and Advanced Materials for Photonic AI Chips and Quantum Information Systems	2026-06-30		https://doi.org/10.62311/nesx/rb7j-978-81-688015-2-3	https://doi.org/10.62311/nesx/rb7j-978-81-688015-2-3	0	12.533	generative_model,high_throughput,ml,uncertainty	Abstract: This book develops a rigorous interdisciplinary framework for semiconductor nanotechnology and advanced materials as enabling foundations for photonic AI chips and quantum information systems.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
Latent Genetic Algorithm for Crystal Structure Prediction	2026-06-28	arXiv (Cornell University)		https://arxiv.org/abs/2606.29220	0	12.511	crystal,generative_model,h2,interatomic_potential,oxide,perovskite	Here we show that latent representations learned by pretrained universal interatomic potentials can serve as continuous evolutionary coordinates for crystal structure prediction.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
Machine-learned interatomic potentials for modeling multicomponent metallic systems: a comprehensive review	2026-06-16	Materials Research Letters	https://doi.org/10.1080/21663831.2026.2684721	https://doi.org/10.1080/21663831.2026.2684721	0	12.378	alloy,h2,interatomic_potential,review,uncertainty	Multicomponent alloys demonstrate outstanding mechanical, chemical, and physical performance, but their vast compositional space cannot be efficiently navigated using conventional trial-and-error strategies.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
Optimizing Expert-Designed Crystal Graph Networks for Band-Gap Prediction with an Autonomous LLM Research Loop	2026-06-29	arXiv (Cornell University)		https://arxiv.org/abs/2606.29717	0	12.322	crystal,foundation_model,gnn,h2,high_throughput,ml,self_supervised	Predicting a material's properties from its structure is a central, fast-advancing problem in computational materials science.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
A green solvent screening tool for emerging materials via uncertainty aware, transformer enhanced transfer learning	2026-06-11	arXiv (Cornell University)		https://arxiv.org/abs/2606.13060	0	12.322	battery,catalysis,h2,high_throughput,ml,transfer_learning,uncertainty	Overall, we augment data on solubility descriptors by orders of magnitude with high quality predictions.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Interpretable Inverse Design of Metal-Organic Frameworks with Large Language Model Agents	2026-06-28	arXiv (Cornell University)		https://arxiv.org/abs/2606.29459	0	12.311	active_learning,adsorption,foundation_model,generative_model,h2,high_throughput,mof,separation	We introduce LLM4MOF, a closed-loop framework in which language-model agents reason about chemistry, build candidate MOFs, and test them in simulation, refining hypotheses over ten autonomous iterations.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Already in the MOF literature; keep it only if the method adds a new representation, label space, or uncertainty/active-learning angle.
A general-purpose atomic cluster expansion interatomic potential for niobium	2026-07-01	arXiv (Cornell University)		https://arxiv.org/abs/2607.00540	0	12.244	dft,h2,interatomic_potential,md,ml,separation	Niobium, a body-centered cubic transition metal, poses a challenge for interatomic potentials, which struggle to capture its properties, such as phonons, high-pressure behavior, energy barriers to dislocation glide, and others.	Likely sensitive to training-set coverage and transferability across chemistries.	Test humid or multicomponent conditions and connect material metrics to process-level targets. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	MLIP route can transfer to MOFs if trained on flexible, guest-loaded, and charged configurations.
Universal Interatomic Potentials as Configuration-Space Generators for One-Shot and Iterative Fine-Tuning of Ab Initio-Accurate Material-Specific Models	2026-06-22	arXiv (Cornell University)		https://arxiv.org/abs/2606.23214	0	12.244	dft,force_field,foundation_model,h2,high_throughput,interatomic_potential,md,transfer_learning	Universal machine-learning interatomic potentials (MLIPs) are rapidly becoming general-purpose tools for atomistic simulation, but their role in quantitative materials modeling when reactive events are involved remains unsettled.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Self-driving manufacturing: accelerating materials discovery with adaptive closed-loop processing	2026-07-01	npj Computational Materials	https://doi.org/10.1038/s41524-026-02204-9	https://doi.org/10.1038/s41524-026-02204-9	0	12.244	active_learning,h2,priority_journal,review	Conventional human-centered process operations and explicit physics-based models face scalability limitations in high-dimensional, partially observable semiconductor and advanced materials processing.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
