title	publication_date	journal	doi	url	citation_count	score	tags	innovation	limitations	next_steps	mof_relevance	transfer_distance	mof_transfer_route
SHAP-guided Machine Learning for Interpretable Band Gap Prediction and Inverse Design in ABX₃ Perovskites	2026-08-24	International Journal of Computational Intelligence Systems	https://doi.org/10.1007/s44196-026-01454-1	https://doi.org/10.1007/s44196-026-01454-1	0	15.744	dft,generative_model,high_throughput,ml,perovskite,separation,symbolic_regression,uncertainty	Abstract The (ABX₃) perovskites form the basis of the future of optoelectronics, but the limiting DFT calculations remain the bottleneck to high-throughput density screening.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.	adjacent materials	Adapt the generator to MOF topology, linker-node compatibility, charge balance, and synthesizability constraints.
Machine learning for predicting the glass transition and melting temperatures of polymers: molecular representations, model architectures, and interpretability	2026-09-03	Frontiers in Materials	https://doi.org/10.3389/fmats.2026.1919251	https://doi.org/10.3389/fmats.2026.1919251	0	15.356	active_learning,crystal,gnn,h2,high_throughput,ml,polymer,review,uncertainty	Experiments and simulations are accurate but costly, while classical structure–property models depend on hand-crafted descriptors; machine learning instead maps chemical structure to thermal transitions end to end.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	adjacent materials	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
Inverse design of bespoke interatomic potentials via active learning by information-matching	2026-08-29	Journal of Materials Science Materials Theory	https://doi.org/10.1186/s41313-026-00086-4	https://doi.org/10.1186/s41313-026-00086-4	0	15.100	active_learning,dft,generative_model,h2,interatomic_potential,uncertainty	Interatomic potentials (IPs) enable large-scale atomistic simulations beyond the reach of first-principles methods, but their predictive reliability depends critically on the selection of training data, quantified uncertainty, and model expressiveness.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.	distant method analogy	Adapt the generator to MOF topology, linker-node compatibility, charge balance, and synthesizability constraints.
Multimodal and cross-modal learning techniques	2026-08-28	APL Machine Learning	https://doi.org/10.1063/5.0346744	https://doi.org/10.1063/5.0346744	0	15.089	active_learning,generative_model,h2,ml,multimodal,review,uncertainty	We introduce a taxonomy of fusion strategies and their characteristic scientific failure modes, formulate modalities as complementary constraints on a shared physical state, and use representative case studies to illustrate how multimodality can resolve ambiguities that no individual measurement can settle.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.	distant method analogy	Adapt the generator to MOF topology, linker-node compatibility, charge balance, and synthesizability constraints.
Atomistic machine learning with irreducible Cartesian natural tensors	2026-08-27	Nature Communications	https://doi.org/10.1038/s41467-026-77263-z	https://doi.org/10.1038/s41467-026-77263-z	0	14.978	equivariant_ml,h2,interatomic_potential,ml,priority_journal,separation	Here we propose Cartesian Natural Tensor Networks to overcome these limitations and thus offer a general, symmetry-preserving framework for atomistic machine learning.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.	distant method analogy	Benchmark the representation on periodic MOF graphs with explicit node/linker chemistry and pore topology.
A physics-informed synthetic-to-experimental framework for few-shot structural segmentation of HRTEM images	2026-09-01	npj Computational Materials	https://doi.org/10.1038/s41524-026-02306-4	https://doi.org/10.1038/s41524-026-02306-4	0	14.833	crystal,h2,physics_informed,priority_journal,self_supervised,separation,transfer_learning	Here we report a physics-informed synthetic-to-experimental framework that enables few-shot multiclass HRTEM segmentation.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Transforming Science with Large Language Models: A Survey on AI-assisted Scientific Discovery, Experimentation, Content Generation, and Evaluation	2026-09-05	ACM Computing Surveys	https://doi.org/10.1145/3845596	https://doi.org/10.1145/3845596	7	14.457	catalysis,foundation_model,generative_model,h2,multimodal,review	With the advent of large multimodal language models, science is now at a threshold of an AI-based technological transformation.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
DFT-based machine-learning for the rational design of magnetocaloric high-entropy alloys	2026-08-25	Nature Communications	https://doi.org/10.1038/s41467-026-77123-w	https://doi.org/10.1038/s41467-026-77123-w	0	14.456	alloy,catalyst_descriptor,dft,h2,high_throughput,ml,physics_informed,priority_journal	Applying this framework to MM’X family uncovers a fundamental design dichotomy: mean electronic descriptors govern baseline phase stability, while dispersion descriptors, specifically the magnetic-moment dispersion, drive the critical transformation response.	Descriptor transfer depends on whether the proposed active-site model remains physically faithful in MOF node or defect environments. Likely sensitive to training-set coverage and transferability across chemistries.	Test whether active-site descriptors transfer to MOF nodes, defects, bimetallic sites, or local-field-controlled catalytic regimes. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-site descriptor or model-selection idea can transfer to MOF catalysis through metal-node, defect, bimetallic, or local-field descriptors.	adjacent materials	Adapt active-site model-selection and descriptor mining to MOF metal nodes, defects, bimetallic sites, or local-field catalytic motifs.
Deep generative modeling for AI-guided inverse design of perovskite photovoltaic devices	2026-08-28	Frontiers in Artificial Intelligence	https://doi.org/10.3389/frai.2026.1882410	https://doi.org/10.3389/frai.2026.1882410	0	14.289	generative_model,h2,md,ml,perovskite,physics_informed,surrogate_model	This work presents an end-to-end AI-guided inverse-design framework that learns the conditional distribution of device parameters given target photovoltaic figures of merit.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Likely sensitive to training-set coverage and transferability across chemistries.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.	adjacent materials	Adapt the generator to MOF topology, linker-node compatibility, charge balance, and synthesizability constraints.
Data-Driven Advances in Electrochemical Energy and Sensing: Artificial Intelligence Approaches from Concept to Application	2026-09-02	Journal of The Electrochemical Society	https://doi.org/10.1149/1945-7111/aea1c0	https://doi.org/10.1149/1945-7111/aea1c0	0	14.244	battery,dft,electrocatalysis,md,ml,physics_informed,review	Abstract The intersection of machine learning (ML) and electrochemical research is catalyzing transformative advancements in energy storage and conversion technologies.	Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Potentially useful as a neighboring-method reference.	adjacent materials	Keep only if the full paper exposes a reusable representation, validation loop, or data-efficiency strategy for a concrete MOF task.
Deep learning in materials electron microscopy: models, applications, and emerging trends	2026-08-24	Machine Learning Science and Technology	https://doi.org/10.1088/2632-2153/ae9dea	https://doi.org/10.1088/2632-2153/ae9dea	0	14.244	foundation_model,generative_model,high_throughput,md,ml,multimodal,review	Abstract The intersection of deep learning (DL) and materials electron microscopy has significantly expanded since the early 2010s; however, the diversity of model architectures and use cases makes it hard to identify literature gaps and determine which models are well-established in this field of application.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.	distant method analogy	Adapt the generator to MOF topology, linker-node compatibility, charge balance, and synthesizability constraints.
Benchmarking on-the-Fly Machine Learning Force Fields for Ion Hydration: Structure, Coordination, and Exchange Dynamics across Monovalent and Divalent Cations	2026-09-02	The Journal of Physical Chemistry B	https://doi.org/10.1021/acs.jpcb.6c02837	https://doi.org/10.1021/acs.jpcb.6c02837	0	14.044	battery,dft,electrolyte,equivariant_ml,force_field,foundation_model,h2,high_throughput,md,ml,water	Targeted improvements such as augmented transition-state sampling, higher angular-resolution descriptors, and long-range electrostatic corrections are identified as high-priority directions for kinetic fidelity in next-generation electrolyte force fields.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Scaling multimodal materials representation learning with synthetic narratives	2026-08-26	Nature Communications	https://doi.org/10.1038/s41467-026-76378-7	https://doi.org/10.1038/s41467-026-76378-7	0	13.967	crystal,h2,multimodal,priority_journal,review,self_supervised	We introduce a contrastive language-crystals model (CLaC), a multimodal contrastive learning framework that aligns crystal structures with natural language, pre-trained on property-conditioned synthetic narratives of crystal structure-text pairs generated by language models.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Cross-Scale Assessment of MACE Foundation Models and from Scratch Trained Potentials for Bi-Pt Systems	2026-08-27	ChemRxiv	https://doi.org/10.26434/chemrxiv.15007985/v1	https://doi.org/10.26434/chemrxiv.15007985/v1	0	13.778	dft,equivariant_ml,foundation_model,h2,high_throughput,interatomic_potential,ml	Machine learning interatomic potentials (MLIPs) offer a computationally efficient alternative to first-principles methods for atomistic simulations, but their performance beyond the configurations represented in their training data remains difficult to assess.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	distant method analogy	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Accelerated stable structure prediction of Li-intercalated bilayer graphene using a data-efficient deep learning framework	2026-09-04	npj Computational Materials	https://doi.org/10.1038/s41524-026-02314-4	https://doi.org/10.1038/s41524-026-02314-4	0	13.767	battery,dft,h2,interatomic_potential,ml,priority_journal,two_d_material	Here, we present DESSP, a data-efficient deep learning framework for accelerated stable structure prediction in Li-intercalated BLG.	Likely sensitive to training-set coverage and transferability across chemistries. Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics.	Extend training to guest-loaded, distorted, and diffusion-transition configurations. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	MLIP route can transfer to MOFs if trained on flexible, guest-loaded, and charged configurations.	adjacent materials	Use the MLIP workflow for flexible, guest-loaded, charged, or diffusion-transition MOF configurations.
Artificial Intelligence and Machine Learning Models	2026-09-04	Özgür Yayınları eBooks	https://doi.org/10.58830/ozgur.pub1403	https://doi.org/10.58830/ozgur.pub1403	0	13.567	catalyst_descriptor,h2,image_analysis,ml,review,uncertainty	Artificial intelligence and machine learning have become among the most influential technological advances of the twenty-first century, transforming scientific research and practical applications across healthcare, engineering, agriculture, economics, environmental sciences, education, and the social sciences.	Descriptor transfer depends on whether the proposed active-site model remains physically faithful in MOF node or defect environments. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Test whether active-site descriptors transfer to MOF nodes, defects, bimetallic sites, or local-field-controlled catalytic regimes. Map the method onto MOF structure images, spectra, isotherm curves, or generated-structure consistency checks.	Active-site descriptor or model-selection idea can transfer to MOF catalysis through metal-node, defect, bimetallic, or local-field descriptors.	distant cross-domain method	Translate visual-artifact or metadata-consistency logic to MOF structure images/renders, spectra, isotherm curves, generated CIF validation, or multimodal paper-structure consistency checks.
Mesoporous single-atom and nano-confined catalysts: Enabling low-energy integrated CO2 capture and direct conversion	2026-09-03	Materials Today Sustainability	https://doi.org/10.1016/j.mtsust.2026.101445	https://doi.org/10.1016/j.mtsust.2026.101445	0	13.556	active_learning,catalysis,co2,electrocatalysis,generative_model,h2,mof,photocatalysis,porous_material,review,separation,water	Mesoporous architecture confinement engineering has become an effective approach to address major limitations of single-atom catalysts (SACs) and integrated CO 2 capture-conversion systems.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Already in the MOF literature; keep it only if the method adds a new representation, label space, or uncertainty/active-learning angle.	direct MOF	Use as direct MOF prior art or a benchmark for a more specific MOF task.
TAME: Element-wise Mixture-of-Experts Fusion for Data-Efficient and Interpretable Molecular Property Prediction	2026-09-03	ChemRxiv	https://doi.org/10.26434/chemrxiv.15008270/v1	https://doi.org/10.26434/chemrxiv.15008270/v1	0	13.356	crystal,gnn,h2,ml,multimodal,self_supervised	The three dominant molecular representations fail in complementary ways—physicochemical descriptors are exact but fixed, graph neural networks learn topology but degenerate under sparse supervision, and language models supply semantic context but cannot compute exact quantities—yet combining them is itself the learning problem, because modality-level scalar gating commits the whole model to one trust weight per source.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Interlayer-mediated thermal transport in β -Ga2O3/SiC heterostructures	2026-09-01	AIP Advances	https://doi.org/10.1063/5.0340102	https://doi.org/10.1063/5.0340102	0	13.333	foundation_model,gnn,h2,interatomic_potential,md,ml,separation	Efficient thermal management remains a major challenge in β-Ga2O3 power devices owing to the inherently low thermal conductivity of the material and the large phonon mismatch at its heterointerfaces.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	distant method analogy	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Decoding Multiscale Degradation of Layered Cathodes in All‐Solid‐State Lithium Batteries: An Advanced Diagnostics‐Driven Framework	2026-09-02	Advanced Energy Materials	https://doi.org/10.1002/aenm.71528	https://doi.org/10.1002/aenm.71528	0	13.244	battery,electrolyte,h2,ml,multimodal,oxide,priority_journal,review	ABSTRACT All‐solid‐state lithium batteries (ASSLBs) with layered oxide cathodes such as LiNi 1‐x‐y Mn x Co y O 2 (NMC), LiNi 1‐x‐y Co x Al y O 2 (NCA), LiNiO 2 (LNO), and lithium‐rich layered oxides (LLOs) offer superior energy density and safety, yet their performance is severely limited by complex, coupled degradation mechanisms at the cathode/inorganic solid‐state electrolyte (SSE) interface and within the cathode bulk.	Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Potentially useful as a neighboring-method reference.	adjacent materials	Keep only if the full paper exposes a reusable representation, validation loop, or data-efficiency strategy for a concrete MOF task.
