title	publication_date	journal	doi	url	citation_count	score	tags	innovation	limitations	next_steps	mof_relevance	transfer_distance	mof_transfer_route
Guiding generative models to uncover diverse and novel crystals via reinforcement learning	2026-07-06	Nature Machine Intelligence	https://doi.org/10.1038/s42256-026-01262-4	https://doi.org/10.1038/s42256-026-01262-4	0	15.944	crystal,generative_model,h2,md,priority_journal,uncertainty	Here we introduce a reinforcement learning framework that guides latent denoising diffusion models in finding diverse and novel, yet thermodynamically viable, crystalline compounds.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.	adjacent materials	Adapt the generator to MOF topology, linker-node compatibility, charge balance, and synthesizability constraints.
Symmetry-Informed Deep Learning for Electromagnetic Scattering	2026-07-14	arXiv (Cornell University)		https://arxiv.org/abs/2607.12810	0	15.833	crystal,dft,equivariant_ml,h2,ml,physics_informed,surrogate_model	Here we show that symmetry provides a powerful and largely untapped route to overcoming this limitation in electromagnetic scattering problems.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.	adjacent materials	Benchmark the representation on periodic MOF graphs with explicit node/linker chemistry and pore topology.
Bgolearn: a unified Bayesian optimization framework for accelerating materials discovery	2026-07-14	npj Computational Materials	https://doi.org/10.1038/s41524-026-02226-3	https://doi.org/10.1038/s41524-026-02226-3	0	15.833	active_learning,alloy,h2,high_throughput,ml,priority_journal,surrogate_model,uncertainty	Here, we present Bgolearn, a versatile Python framework that brings BO to materials research through intuitive interfaces, robust algorithms, and materials-focused workflows.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	adjacent materials	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
Transferable Implicit Solvent Machine Learning Potential for Drugs and Proteins Approaching Ab Initio Accuracy	2026-07-12	arXiv (Cornell University)		https://arxiv.org/abs/2607.10887	0	15.811	crystal,dft,equivariant_ml,force_field,gnn,h2,high_throughput,interatomic_potential,ml,water	Here, we introduce the Transferable Water Implicit Network (TWIN), an implicit water MLP parametrized entirely by an Equivariant Graph Neural Network and trained solely on ab initio and experimental labels.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.	adjacent materials	Benchmark the representation on periodic MOF graphs with explicit node/linker chemistry and pore topology.
Unlocking the Chemical Space for Rechargeable Batteries with a Generative Solvent Design System	2026-07-16	ACS Nano	https://doi.org/10.1021/acsnano.6c06255	https://doi.org/10.1021/acsnano.6c06255	0	15.056	battery,electrolyte,h2,high_throughput,ml,physics_informed,priority_journal,transfer_learning	High Resolution Image Download MS PowerPoint Slide Electrolyte discovery for rechargeable batteries today relies on heuristic trial-and-error or high-throughput screening of existing molecules.	Likely sensitive to training-set coverage and transferability across chemistries. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Machine learning for frontier orbital energetics: A review of HOMO–LUMO prediction methods	2026-07-15	Carbon Trends	https://doi.org/10.1016/j.cartre.2026.100674	https://doi.org/10.1016/j.cartre.2026.100674	0	14.844	dft,equivariant_ml,h2,high_throughput,ml,review,self_supervised,separation,uncertainty	The energies of the highest occupied and lowest unoccupied molecular orbitals (HOMO, LUMO) and their difference, the HOMO–LUMO gap, are a recurring evaluation target in molecular machine learning.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	distant method analogy	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Girsanov Reweighting for Uncertainty Propagation in Rare-Event Kinetics	2026-07-15	arXiv (Cornell University)		https://arxiv.org/abs/2607.13757	0	14.844	dft,h2,high_throughput,interatomic_potential,md,ml,surrogate_model,uncertainty	In this work, we introduce a framework for propagating MLIP uncertainty to the averaged committor probability, a kinetic observable that enables reaction-rate calculations.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	distant method analogy	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
The impact of spurious imaginary phonon modes on thermal properties of Metal-organic Frameworks	2026-07-17	npj Computational Materials	https://doi.org/10.1038/s41524-026-02231-6	https://doi.org/10.1038/s41524-026-02231-6	0	14.767	adsorption,co2,dft,h2,high_throughput,interatomic_potential,ml,mof,porous_material,priority_journal,separation	Finally, we introduce a simple, rapid post-processing workflow that can be applied to standard phonon calculations to effectively correct heat capacity estimates and account for spurious imaginary modes in MOFs.	Likely sensitive to training-set coverage and transferability across chemistries. Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics.	Test humid or multicomponent conditions and connect material metrics to process-level targets. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Already in the MOF literature; keep it only if the method adds a new representation, label space, or uncertainty/active-learning angle.	direct MOF	Use as direct MOF prior art or a benchmark for a more specific MOF task.
Phase prediction in high-entropy alloys through uncertainty sampling and symbolic classification-based parameter discovery	2026-06-11	npj Computational Materials	https://doi.org/10.1038/s41524-026-02189-5	https://doi.org/10.1038/s41524-026-02189-5	0	14.667	active_learning,alloy,h2,ml,priority_journal,uncertainty	Data imbalance represents critical challenges for data-driven approaches in materials data modeling.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	adjacent materials	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
Predicting interface structure using the minima hopping method with a machine learning interatomic potential	2026-07-15	npj Computational Materials	https://doi.org/10.1038/s41524-026-02214-7	https://doi.org/10.1038/s41524-026-02214-7	0	14.544	dft,equivariant_ml,h2,high_throughput,interatomic_potential,ml,priority_journal	In this study, we present an effective approach for interface structure prediction that integrates the minima hopping method (MHM) with the state-of-the-art machine-learning interatomic potential (MLIP), Allegro.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.	distant method analogy	Benchmark the representation on periodic MOF graphs with explicit node/linker chemistry and pore topology.
AutoSurrogate: An LLM-driven multi-agent framework for autonomous construction of deep learning surrogate models in subsurface flow	2026-07-17	Advanced Engineering Informatics	https://doi.org/10.1016/j.aei.2026.105058	https://doi.org/10.1016/j.aei.2026.105058	0	14.367	force_field,foundation_model,h2,ml,porous_material,surrogate_model,uncertainty	In this work, we present AutoSurrogate , a large-language-model-driven multi-agent framework that empowers practitioners without ML expertise to build high-quality surrogates for subsurface flow problems through natural-language instructions.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Transport Novelty Distance: A Distributional Metric for Evaluating Material Generative Models	2026-07-06	Journal of Physics Materials	https://doi.org/10.1088/2515-7639/ae869a	https://doi.org/10.1088/2515-7639/ae869a	0	14.244	crystal,generative_model,gnn,h2,high_throughput,ml,self_supervised,separation	In this paper, we introduce the Transport Novelty Distance (TNovD) to judge generative models used for materials discovery jointly by the quality and novelty of the generated materials.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.	adjacent materials	Adapt the generator to MOF topology, linker-node compatibility, charge balance, and synthesizability constraints.
Reactive Molecular Dynamics of Hydrogen Evolution at Charged Interfaces Using Machine Learning Potentials	2026-07-14	ChemRxiv	https://doi.org/10.26434/chemrxiv.15006079/v1	https://doi.org/10.26434/chemrxiv.15006079/v1	0	14.033	catalysis,dft,electrocatalysis,equivariant_ml,h2,interatomic_potential,md,ml,separation,two_d_material,water	Here, we develop an equivariant machine learning interatomic potential trained on density functional theory data for electrochemically activated MoS2/water interfaces under charged conditions.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
A review of artificial intelligence in materials screening: Data, models, and applications in forensic science	2026-07-14	Next Materials	https://doi.org/10.1016/j.nxmate.2026.102756	https://doi.org/10.1016/j.nxmate.2026.102756	0	13.733	catalysis,generative_model,h2,high_throughput,ml,polymer,remote_sensing,review	In parallel, artificial intelligence (AI) has catalyzed a paradigm shift in high-throughput materials screening across domains such as energy storage, catalysis, and polymer science by leveraging large-scale computational and experimental datasets, engineered descriptors, and advanced machine learning (ML) and deep learning (DL) architectures.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Likely sensitive to training-set coverage and transferability across chemistries.	Test whether multi-scale segmentation or domain adaptation ideas help classify pore regions, topology families, or morphology maps. Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints.	Distant-domain method can be useful if it maps to a concrete MOF object such as structure images, spectra, isotherms, pore maps, or multimodal consistency checks.	adjacent materials	Translate multi-scale segmentation, domain adaptation, or change-detection logic to pore-region maps, morphology images, topology families, or spatially resolved MOF characterization data.
Machine learning Hamiltonian enables scalable and accurate defect calculations: the case of oxygen vacancies in amorphous SiO2	2026-07-12	npj Computational Materials	https://doi.org/10.1038/s41524-026-02217-4	https://doi.org/10.1038/s41524-026-02217-4	0	13.711	dft,h2,interatomic_potential,ml,priority_journal	Here, we present a machine learning Hamiltonian (MLH) model-based method for calculating total energies and atomic forces in defect supercells with linear-scaling computational cost, enabling efficient structural relaxation and accurate formation energy predictions.	Likely sensitive to training-set coverage and transferability across chemistries. Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics.	Extend training to guest-loaded, distorted, and diffusion-transition configurations. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	MLIP route can transfer to MOFs if trained on flexible, guest-loaded, and charged configurations.	distant method analogy	Use the MLIP workflow for flexible, guest-loaded, charged, or diffusion-transition MOF configurations.
Trustworthy Explainable AI for Asphalt Pavement Engineering: A Systematic Scoping Review of Materials, Performance, and Decision Support	2026-06-25	Applied System Innovation	https://doi.org/10.3390/asi9070133	https://doi.org/10.3390/asi9070133	0	13.322	high_throughput,ml,review,surrogate_model,uncertainty	Machine learning has become a field of growing interest in asphalt pavement engineering, spanning mix design, material characterization, performance prediction, distress detection, sustainability, quality control, and maintenance planning.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	distant method analogy	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
Machine learning-driven analysis and process optimization of FePt-BN granular films for HAMR applications	2026-07-16	Science and Technology of Advanced Materials	https://doi.org/10.1080/14686996.2026.2699076	https://doi.org/10.1080/14686996.2026.2699076	0	13.256	active_learning,h2,ml,priority_journal	The ever-increasing demand for high-density, energy-efficient data storage, propelled by AI and cloud infrastructures, is driving advancements in heat-assisted magnetic recording (HAMR) media.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	distant method analogy	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
Data-driven atomistic modelling of hybrid halide perovskite passivation	2026-07-06	arXiv (Cornell University)		https://arxiv.org/abs/2607.05321	0	13.044	crystal,foundation_model,h2,interatomic_potential,ml,perovskite,transfer_learning,uncertainty	Molecular passivation of surface defects is key to improving the optoelectronic performance of hybrid halide perovskite materials, but the underlying atomistic mechanisms are incompletely understood.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Machine-learned interatomic potentials for modeling multicomponent metallic systems: a comprehensive review	2026-06-16	Materials Research Letters	https://doi.org/10.1080/21663831.2026.2684721	https://doi.org/10.1080/21663831.2026.2684721	1	12.915	alloy,h2,interatomic_potential,review,uncertainty	Multicomponent alloys demonstrate outstanding mechanical, chemical, and physical performance, but their vast compositional space cannot be efficiently navigated using conventional trial-and-error strategies.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	adjacent materials	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
XMCQDPT2-fidelity transfer-learning potentials and a wavepacket oscillation model for ultrafast photodynamics	2026-07-14	The Journal of Chemical Physics	https://doi.org/10.1063/5.0315698	https://doi.org/10.1063/5.0315698	0	12.533	force_field,h2,interatomic_potential,md,separation,transfer_learning	Finally, we develop a wavepacket oscillation model for fitting excited-state population dynamics, which quantitatively reproduces the ultrafast non-exponential decay and extracts state- and channel-specific lifetimes, directly linking quantum transition probabilities to classical rate constants.	Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	distant method analogy	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
