title	publication_date	journal	doi	url	citation_count	score	tags	innovation	limitations	next_steps	mof_relevance	transfer_distance	mof_transfer_route
Simulating Ionic Liquid Fragmentation in Electrospray Thrusters with Foundation Models	2026-08-12	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2608.11558	https://arxiv.org/abs/2608.11558	0	15.067	catalysis,dft,equivariant_ml,force_field,foundation_model,h2,high_throughput,interatomic_potential,md,separation,transfer_learning	Reactive force fields enable high-throughput sampling but do not explicitly resolve electronic charge redistribution and may miss relevant reaction pathways during impact, whereas mixed quantum--classical density-functional-theory molecular dynamics (DFT/MD) can capture charge redistribution and neutral-product formation at substantially higher computational cost.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Use reaction-specific small-data learning as a template for MOF catalytic active-site or reaction-family datasets.
Microstructural insights into fast ion transport in solid electrolytes via multiscale modeling	2026-08-20	Nature Communications	https://doi.org/10.1038/s41467-026-76216-w	https://doi.org/10.1038/s41467-026-76216-w	0	15.056	active_learning,battery,crystal,electrolyte,h2,md,priority_journal,uncertainty	Abstract Improving solid electrolytes is critical for high-performance all-solid-state batteries, yet the microstructural features that enable fast ion transport remain poorly understood.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	adjacent materials	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
MatUQ: a benchmark for uncertainty-aware out-of-distribution materials property prediction with graph neural networks	2026-08-15	npj Computational Materials	https://doi.org/10.1038/s41524-026-02272-x	https://doi.org/10.1038/s41524-026-02272-x	0	15.000	force_field,gnn,h2,high_throughput,ml,priority_journal,uncertainty	Here we introduce MatUQ, a benchmark built on structure-aware Smooth Overlap of Atomic Positions Leave-One-Cluster-Out (SOAP-LOCO) splitting, together with a training protocol that combines Deep Evidential Regression (DER) with dropout regularization, for evaluating GNN reliability under structural distribution shifts.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	distant method analogy	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
Quality-controlled active learning via Gaussian processes for robust structure–property learning in autonomous microscopy	2026-08-21	npj Computational Materials	https://doi.org/10.1038/s41524-026-02248-x	https://doi.org/10.1038/s41524-026-02248-x	1	14.760	active_learning,h2,physics_informed,priority_journal	We introduce a gated active learning framework that combines curiosity driven sampling with a physics-informed quality control filter based on Simple Harmonic Oscillator model fits, allowing the system to automatically exclude low fidelity data during acquisition.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	distant method analogy	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
Vibrational power spectra as a tool to benchmark universal machine-learning interatomic potentials for molecular systems: the OMOL-1k-MD data set	2026-08-15	npj Computational Materials	https://doi.org/10.1038/s41524-026-02286-5	https://doi.org/10.1038/s41524-026-02286-5	1	14.693	dft,equivariant_ml,h2,high_throughput,interatomic_potential,md,priority_journal	Abstract We present OMOL-1k-MD, a new dataset for the benchmark and training of universal machine-learning interatomic potentials (uMLIPs).	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.	distant method analogy	Benchmark the representation on periodic MOF graphs with explicit node/linker chemistry and pore topology.
Beyond Pairwise Interactions: Equivariant Hypergraph Diffusion for Crystal Structure Prediction	2026-08-06		https://doi.org/10.1145/3770855.3818832	https://doi.org/10.1145/3770855.3818832	2	14.499	crystal,equivariant_ml,generative_model,h2,high_throughput,md,separation	Crystal Structure Prediction (CSP) remains a fundamental challenge with significant implications for materials discovery and the advancement of various scientific disciplines.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.	adjacent materials	Adapt the generator to MOF topology, linker-node compatibility, charge balance, and synthesizability constraints.
Artificial intelligence–assisted smart hydrogel bioinks in 3D bioprinting: design, optimization, and construct validation for functional tissue engineering	2026-08-10	Frontiers in Bioengineering and Biotechnology	https://doi.org/10.3389/fbioe.2026.1898243	https://doi.org/10.3389/fbioe.2026.1898243	0	14.444	active_learning,h2,high_throughput,image_analysis,review,uncertainty	Finally, we discuss validation, benchmarking, grouped data splitting, uncertainty estimation, out-of-distribution detection, and the need to connect early material and process descriptors with long-term biological function.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Map the method onto MOF structure images, spectra, isotherm curves, or generated-structure consistency checks. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Distant-domain method can be useful if it maps to a concrete MOF object such as structure images, spectra, isotherms, pore maps, or multimodal consistency checks.	distant cross-domain method	Translate visual-artifact or metadata-consistency logic to MOF structure images/renders, spectra, isotherm curves, generated CIF validation, or multimodal paper-structure consistency checks.
On the post-hoc Evaluation of PDE Discovery: A Multifaceted Challenge of Scientific Advancement	2026-07-26	arXiv (Cornell University)		https://arxiv.org/abs/2607.23753	0	14.078	h2,ml,physics_informed,symbolic_regression,uncertainty	Partial differential equation (PDE) discovery aims to identify from data the governing law of a physical system.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	distant method analogy	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
Redefining Tropical Photovoltaics: An AI–DFT-Driven Physics-Constrained Framework Linking Electronic Structure, Climate Response, and Device-Level Performance in CsPbI3 Perovskites	2026-08-21	Engineering Research Express	https://doi.org/10.1088/2631-8695/ae9cfe	https://doi.org/10.1088/2631-8695/ae9cfe	0	14.067	dft,gnn,h2,high_throughput,md,ml,perovskite,physics_informed,water	This study presents a climate-aware artificial intelligence–density functional theory (AI–DFT) computational framework for the accelerated screening and optimization of caesium lead iodide (CsPbI3)-based perovskite absorbers by integrating first-principles calculations, machine learning, atomistic stability analysis, and reduced-order device modelling.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.	adjacent materials	Benchmark the representation on periodic MOF graphs with explicit node/linker chemistry and pore topology.
Power distribution system blackstart restoration using renewable energy	2026-08-17	Nature Communications	https://doi.org/10.1038/s41467-026-76692-0	https://doi.org/10.1038/s41467-026-76692-0	0	14.022	active_learning,h2,high_throughput,md,priority_journal,review,uncertainty	Large-scale blackouts continue to expose the fragility of traditional top-down restoration, where end users remain de-energized until bulk generation and transmission are recovered.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.	distant method analogy	Use uncertainty or acquisition logic to choose which MOF DFT, MD, or GCMC labels to compute next.
A Six-Dimensional Taxonomy of Post-Training Adaptation Techniques with Applications in AI Governance	2026-08-06	arXiv (Cornell University)		https://arxiv.org/abs/2608.06246	0	14.000	foundation_model,h2,ml,multimodal,transfer_learning,uncertainty	Post-training adaptation has become central to modern machine learning practice and includes techniques such as retraining, fine-tuning, parameter-efficient adaptation, alignment, retrieval augmentation, model editing, unlearning, calibration, and Multimodal Instruction Tuning.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	distant method analogy	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
An ab initio foundation model of wavefunctions that accurately describes chemical bond breaking	2026-08-21	Nature Communications	https://doi.org/10.1038/s41467-026-76604-2	https://doi.org/10.1038/s41467-026-76604-2	1	13.760	dft,force_field,foundation_model,h2,high_throughput,priority_journal,self_supervised	Abstract Reliable description of bond breaking remains a major challenge for quantum chemistry due to the multireference character of the electronic structure in dissociating species.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	distant method analogy	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Universal Thermodynamic Interatomic Potentials for Crystalline Materials	2026-08-14	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2608.14502	https://arxiv.org/abs/2608.14502	0	13.489	alloy,crystal,h2,high_throughput,interatomic_potential,md,transfer_learning	We introduce the thermodynamic interatomic potential (TIP), which extends an interatomic potential from its static energy to a thermodynamically consistent Gibbs free energy model, with thermodynamic responses following from temperature and pressure by automatic differentiation.	Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	adjacent materials	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Leveraging generative models to assist Monte Carlo sampling	2026-08-07	arXiv (Cornell University)	https://doi.org/10.48550/arxiv.2608.07648	https://arxiv.org/abs/2608.07648	0	13.411	generative_model,h2,md,ml,multimodal,review	While an exhaustive survey of the literature is not attempted, we present a selection of key ideas and methods, along with a discussion of their strengths and limitations.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Likely sensitive to training-set coverage and transferability across chemistries.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.	distant method analogy	Adapt the generator to MOF topology, linker-node compatibility, charge balance, and synthesizability constraints.
Multi-head attention-driven multimodal feature integration network for autism spectrum disorder detection	2026-08-22	Discover Artificial Intelligence	https://doi.org/10.1007/s44163-026-02032-2	https://doi.org/10.1007/s44163-026-02032-2	0	13.378	gnn,high_throughput,ml,multimodal,separation,transfer_learning	The growing prevalence of Autism Spectrum Disorder (ASD) highlights the need for accurate and reliable intelligent screening systems for early behavioral assessment.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	distant method analogy	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
A Comprehensive Survey on Symbolic Regression: State-of-the-Art Approaches, Key Applications, Benchmark Evaluations, and Future Research Directions	2026-08-20	Archives of Computational Methods in Engineering	https://doi.org/10.1007/s11831-026-10681-w	https://doi.org/10.1007/s11831-026-10681-w	0	13.356	foundation_model,high_throughput,ml,physics_informed,symbolic_regression	Third, we present a systematic analysis of hybrid strategies and convergence patterns.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	distant method analogy	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Unsupervised Intelligent Framework for Earth Science Remote Sensing Applications Based on Clustering Algorithms	2026-08-12	Journal of Environmental & Earth Sciences	https://doi.org/10.30564/jees.v8i8.13389	https://doi.org/10.30564/jees.v8i8.13389	0	13.267	multimodal,remote_sensing,review,self_supervised,uncertainty	On these algorithmic mammoths, we introduce end-to-end patterns of framework design, i.e., preprocessing, harmonization, sampling, and tiling on a scale of archive computations, spatial-context synthesis with super pixels and regularization, multi-modal fusion with shared latent spaces and spatiotemporal clustering with consistency and drift management.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Test whether multi-scale segmentation or domain adaptation ideas help classify pore regions, topology families, or morphology maps. Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Distant-domain method can be useful if it maps to a concrete MOF object such as structure images, spectra, isotherms, pore maps, or multimodal consistency checks.	distant cross-domain method	Translate multi-scale segmentation, domain adaptation, or change-detection logic to pore-region maps, morphology images, topology families, or spatially resolved MOF characterization data.
Explainable AI: learning from the learners	2026-08-06	Nature Communications	https://doi.org/10.1038/s41467-026-76359-w	https://doi.org/10.1038/s41467-026-76359-w	0	13.100	foundation_model,h2,priority_journal,review	Artificial intelligence now outperforms humans in several scientific and engineering tasks, yet its internal representations often remain opaque.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	distant method analogy	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
Cross-Geometry Transferability Assessment of Universal Machine Learning Interatomic Potentials: From Bulk Materials to Atomic Nanowires	2026-08-07	arXiv (Cornell University)		https://arxiv.org/abs/2608.06662	0	12.711	dft,force_field,h2,high_throughput,interatomic_potential,md,ml,transfer_learning,uncertainty	Foundation machine-learning interatomic potentials (MLIPs) enable atomistic simulations at substantially lower computational cost than first-principles methods, but their reliability across structural geometries remains insufficiently understood.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.	distant method analogy	Fine-tune or adapt the representation on sparse MOF labels such as flexibility, defects, guest response, or adsorption regimes.
PandaDock: An Open-Source Molecular Docking Platform with Flexible-Ligand Search and Equivariant Neural Scoring	2026-08-20	bioRxiv (Cold Spring Harbor Laboratory)	https://doi.org/10.64898/2026.08.19.745667	https://doi.org/10.64898/2026.08.19.745667	0	12.556	crystal,equivariant_ml,gnn,h2,high_throughput,ml	We present PandaDock, an open-source molecular docking platform implementing flexible-ligand conformational search with analytic gradients, a precomputed affinity grid engine, specialized modules for induced-fit, metal-coordination and tethered docking, and an SE(3)-equivariant graph neural network scoring function trained at scale.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.	adjacent materials	Benchmark the representation on periodic MOF graphs with explicit node/linker chemistry and pore topology.
