title	publication_date	journal	doi	url	citation_count	score	tags	innovation	limitations	next_steps	mof_relevance
AI for quality management: A review	2026-05-14	ENGINEERING Management	https://doi.org/10.1007/s42524-026-5394-x	https://doi.org/10.1007/s42524-026-5394-x	0	15.278	active_learning,ml,multimodal,review,surrogate_model	Abstract Recent advances in artificial intelligence (AI) have significantly enhanced quality management, enabling more effective handling of complex, high-dimensional, and multi-modal data.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
Dataset-aware entropy-maximized active learning for machine-learned interatomic potentials	2026-05-19	ArXiv.org		https://arxiv.org/abs/2605.20384	0	15.133	active_learning,dft,equivariant_ml,foundation_model,interatomic_potential,md	We present an active learning framework for efficiently generating training data for machine-learned interatomic potentials (MLIPs).	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
LEAP: A closed-loop framework for perovskite precursor additive discovery	2026-05-18	ArXiv.org		https://arxiv.org/abs/2605.20242	0	15.122	active_learning,foundation_model,h2,high_throughput,perovskite,review,transfer_learning,uncertainty	We develop LEAP(LLM-driven Exploration via Active Learning for Perovskites), an expert-in-the-loop closed framework that couples a domain-specialized large language model(LLM) with active learning for iterative additive prioritization.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
A Systematic Survey and Benchmark of Deep Learning for Molecular Property Prediction in the Foundation Model Era	2026-04-20	ChemRxiv	https://doi.org/10.26434/chemrxiv.15002208/v1	https://doi.org/10.26434/chemrxiv.15002208/v1	0	15.011	foundation_model,h2,high_throughput,ml,multimodal,review,uncertainty	This survey traces four complementary paradigms, including Quantum, Descriptor Machine Learning, Geometric Deep Learning, and Foundation Models, and outlines a unified taxonomy linking molecular representations, model architectures, and interdisciplinary applications.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
A Systematic Survey and Benchmark of Deep Learning for Molecular Property Prediction in the Foundation Model Era	2026-04-17	ArXiv.org		https://arxiv.org/abs/2604.16586	0	14.978	foundation_model,h2,high_throughput,ml,multimodal,review,uncertainty	This survey traces four complementary paradigms, including Quantum, Descriptor Machine Learning, Geometric Deep Learning, and Foundation Models, and outlines a unified taxonomy linking molecular representations, model architectures, and interdisciplinary applications.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Attention-enhanced variational learning for physically informed discovery of exceptionally hard multicomponent bulk metallic glasses	2026-05-12	Nature Communications	https://doi.org/10.1038/s41467-026-73008-0	https://doi.org/10.1038/s41467-026-73008-0	0	14.956	alloy,generative_model,h2,md,priority_journal,uncertainty	We develop VIBANN, a variational information bottleneck-augmented attention-based neural network framework, for uncertainty-aware inverse design of exceptionally hard bulk multicomponent metallic glasses.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
Compact SO(3) Equivariant Atomistic Foundation Models via Structural Pruning	2026-05-09	ArXiv.org		https://arxiv.org/abs/2605.08885	0	14.822	equivariant_ml,foundation_model,gnn,h2,ml,self_supervised,transfer_learning	We demonstrate that the method generalizes to other SO(3) equivariant architectures (SevenNet, eSCN) and can be combined with quantization and knowledge distillation for further gains.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Design topological materials by reinforcement fine-tuned generative model	2026-05-18	Nature Communications	https://doi.org/10.1038/s41467-026-73321-8	https://doi.org/10.1038/s41467-026-73321-8	0	14.822	crystal,generative_model,h2,high_throughput,priority_journal,transfer_learning,uncertainty	Topological insulators and topological crystalline insulators are characterized by robust surface states and insulating bulk behavior, rendering them highly valuable for quantum computing, spintronics, and other emerging technologies.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
A multimodal large language model for materials science	2026-04-24	Nature Machine Intelligence	https://doi.org/10.1038/s42256-026-01214-y	https://doi.org/10.1038/s42256-026-01214-y	0	14.556	foundation_model,interatomic_potential,ml,multimodal,priority_journal	In this work, we introduce MatterChat, a versatile structure-aware multimodal LLM that unifies material structural data and textual inputs into a single cohesive model.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Ductile Mg-Te-Pb thermoelectric materials with ultralow lattice thermal conductivity predicted by a deep learning potential model	2026-05-21	npj Computational Materials	https://doi.org/10.1038/s41524-026-02149-z	https://doi.org/10.1038/s41524-026-02149-z	0	14.256	crystal,equivariant_ml,h2,high_throughput,md,ml,priority_journal	In this work, we introduce functional units into deep learning molecular dynamics-accelerated crystal structure prediction to develop novel functional materials exhibiting both outstanding thermoelectric and mechanical properties.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.
Accelerating point defect simulations using data-driven and machine learning approaches	2026-04-22	arXiv (Cornell University)		https://arxiv.org/abs/2604.21069	0	13.733	dft,h2,high_throughput,interatomic_potential,ml,oxide,surrogate_model	Data-driven and machine learning (ML) models trained on computational data can enable rapid defect property predictions and high-throughput screening.	Likely sensitive to training-set coverage and transferability across chemistries. Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics.	Extend training to guest-loaded, distorted, and diffusion-transition configurations. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	MLIP route can transfer to MOFs if trained on flexible, guest-loaded, and charged configurations.
Research on the Application of Machine Learning in the R&D of Automotive Solid-State Electrolyte Materials	2026-05-18	Theoretical and Natural Science	https://doi.org/10.54254/2753-8818/2026.dl33572	https://doi.org/10.54254/2753-8818/2026.dl33572	0	13.522	battery,electrolyte,generative_model,gnn,h2,high_throughput,ml	With the rapid development of the new energy vehicle industry, solid-state electrolytes, as key materials to improve the safety and energy density of lithium-ion batteries, have attracted extensive attention.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
CrystalREPA: Transferring Physical Priors from Universal MLIPs to Crystal Generative Models	2026-05-09	ArXiv.org		https://arxiv.org/abs/2605.08960	0	13.422	crystal,generative_model,h2,high_throughput,interatomic_potential,ml	Crystal generative models mainly learn what stable crystals look like, with little explicit supervision for what makes them stable.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Likely sensitive to training-set coverage and transferability across chemistries.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
Tangent-Plane Evidential Uncertainty in Active Learning for Magnetic Interatomic Potentials	2026-05-12	arXiv (Cornell University)		https://arxiv.org/abs/2605.12353	0	13.256	active_learning,dft,h2,high_throughput,interatomic_potential,uncertainty	Here we extend the $\mathrm{e}^2\mathrm{IP}$ evidential framework to magnetic machine-learning interatomic potentials by formulating the projected spin-force likelihood and the corresponding epistemic uncertainty in the tangent plane orthogonal to the local spin direction.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
Regret Analysis of Guided Diffusion for Black-Box Optimization over Structured Inputs	2026-05-11	ArXiv.org		https://arxiv.org/abs/2605.10385	0	13.244	crystal,generative_model,h2,md,ml,surrogate_model,uncertainty	We develop a first certificate-based expected simple-regret framework for guided-diffusion BO that avoids maximum-information-gain bounds, RKHS assumptions, and exact acquisition maximization.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
NN-xTB: density functional accuracy at semi empirical speed with neural network extended tight binding	2026-05-20	Nature Communications	https://doi.org/10.1038/s41467-026-73184-z	https://doi.org/10.1038/s41467-026-73184-z	0	13.244	dft,h2,high_throughput,interatomic_potential,priority_journal	Accurate prediction of molecular structure, energetics, and reactivity requires quantum chemistry methods that remain too costly for large-scale and high-throughput modeling.	Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Extend training to guest-loaded, distorted, and diffusion-transition configurations.	MLIP route can transfer to MOFs if trained on flexible, guest-loaded, and charged configurations.
Artificial intelligence in additive Manufacturing: advances in smart materials, lattice optimization, and process intelligence	2026-04-18	The International Journal of Advanced Manufacturing Technology	https://doi.org/10.1007/s00170-026-18072-y	https://doi.org/10.1007/s00170-026-18072-y	0	13.189	active_learning,h2,ml,physics_informed,review	Artificial intelligence (AI) and additive manufacturing (AM) have propelled the next wave of technological innovation by integrating data-driven intelligence with design freedom, thereby enabling adaptive, efficient, and multifunctional systems.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
Enhancing composition-based materials property prediction	2026-05-20	Scientific Reports	https://doi.org/10.1038/s41598-026-53182-3	https://doi.org/10.1038/s41598-026-53182-3	0	13.144	crystal,foundation_model,gnn,h2,high_throughput,ml,multimodal,self_supervised	Here we present a universal approach for enhancing composition-based materials property prediction by means of cross-modal knowledge transfer.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
CatalyticMLLM: A Graph-Text Multimodal Large Language Model for Catalytic Materials	2026-05-17	ArXiv.org		https://arxiv.org/abs/2605.17254	0	13.111	active_learning,foundation_model,generative_model,h2,high_throughput,multimodal	Property prediction and inverse structural design of catalytic materials are typically modeled as two independent tasks: the former predicts target properties from given structures, whereas the latter generates candidate structures according to desired properties.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
TriForces: Augmenting Atomistic GNNs for Transferable Representations	2026-05-20	ArXiv.org		https://arxiv.org/abs/2605.20581	0	13.044	dft,interatomic_potential,ml,self_supervised	To address this, we present TriForces, a model-agnostic three-stream framework that separates composition and structure information, combined with self-supervised learning to preserve transferable representations.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
