title	publication_date	journal	doi	url	citation_count	score	tags	innovation	limitations	next_steps	mof_relevance
Efficient Parallelization of Message Passing Neural Network Potentials for Large-Scale Molecular Dynamics	2026-05-25	JACS Au	https://doi.org/10.1021/jacsau.6c00210	https://doi.org/10.1021/jacsau.6c00210	3	15.409	alloy,gnn,h2,interatomic_potential,md,ml,priority_journal,two_d_material	Moreover, we develop a universal potential trained on a comprehensive data set of C, H, O, and N, and leverage this parallel algorithm to perform efficient reactive MD simulations of graphene formation via acetylene–oxygen detonation, a central process in carbon nanomaterial synthesis.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.
Dataset-aware entropy-maximized active learning for machine-learned interatomic potentials	2026-05-19	ArXiv.org		https://arxiv.org/abs/2605.20384	0	15.056	active_learning,dft,equivariant_ml,foundation_model,interatomic_potential,md	We present an active learning framework for efficiently generating training data for machine-learned interatomic potentials (MLIPs).	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
LEAP: A closed-loop framework for perovskite precursor additive discovery	2026-05-18	ArXiv.org		https://arxiv.org/abs/2605.20242	0	15.044	active_learning,foundation_model,h2,high_throughput,perovskite,review,transfer_learning,uncertainty	We develop LEAP(LLM-driven Exploration via Active Learning for Perovskites), an expert-in-the-loop closed framework that couples a domain-specialized large language model(LLM) with active learning for iterative additive prioritization.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
A Systematic Survey and Benchmark of Deep Learning for Molecular Property Prediction in the Foundation Model Era	2026-04-20	ChemRxiv	https://doi.org/10.26434/chemrxiv.15002208/v1	https://doi.org/10.26434/chemrxiv.15002208/v1	0	14.933	foundation_model,h2,high_throughput,ml,multimodal,review,uncertainty	This survey traces four complementary paradigms, including Quantum, Descriptor Machine Learning, Geometric Deep Learning, and Foundation Models, and outlines a unified taxonomy linking molecular representations, model architectures, and interdisciplinary applications.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
A Systematic Survey and Benchmark of Deep Learning for Molecular Property Prediction in the Foundation Model Era	2026-04-17	ArXiv.org		https://arxiv.org/abs/2604.16586	0	14.900	foundation_model,h2,high_throughput,ml,multimodal,review,uncertainty	This survey traces four complementary paradigms, including Quantum, Descriptor Machine Learning, Geometric Deep Learning, and Foundation Models, and outlines a unified taxonomy linking molecular representations, model architectures, and interdisciplinary applications.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Attention-enhanced variational learning for physically informed discovery of exceptionally hard multicomponent bulk metallic glasses	2026-05-12	Nature Communications	https://doi.org/10.1038/s41467-026-73008-0	https://doi.org/10.1038/s41467-026-73008-0	0	14.878	alloy,generative_model,h2,md,priority_journal,uncertainty	We develop VIBANN, a variational information bottleneck-augmented attention-based neural network framework, for uncertainty-aware inverse design of exceptionally hard bulk multicomponent metallic glasses.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
Design topological materials by reinforcement fine-tuned generative model	2026-05-18	Nature Communications	https://doi.org/10.1038/s41467-026-73321-8	https://doi.org/10.1038/s41467-026-73321-8	0	14.744	crystal,generative_model,h2,high_throughput,priority_journal,transfer_learning,uncertainty	Topological insulators and topological crystalline insulators are characterized by robust surface states and insulating bulk behavior, rendering them highly valuable for quantum computing, spintronics, and other emerging technologies.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
A multimodal large language model for materials science	2026-04-24	Nature Machine Intelligence	https://doi.org/10.1038/s42256-026-01214-y	https://doi.org/10.1038/s42256-026-01214-y	0	14.478	foundation_model,interatomic_potential,ml,multimodal,priority_journal	In this work, we introduce MatterChat, a versatile structure-aware multimodal LLM that unifies material structural data and textual inputs into a single cohesive model.	Pretraining benefits may fade for underrepresented MOF metal nodes, defects, or guest-loaded structures. Likely sensitive to training-set coverage and transferability across chemistries.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Active learning of collinear magnetic Moment Tensor Potentials using the spin-MLIP package from soft-constrained spin-polarized DFT calculations: a case study of Fe-Pd	2026-05-26	ArXiv.org		https://arxiv.org/abs/2605.26897	0	14.333	active_learning,crystal,dft,h2,interatomic_potential,md,uncertainty	In this study, we present a workflow for active learning of magnetic Moment Tensor Potential (mMTP) during molecular dynamics (MD) simulations.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
Ab-initio Crystal Structure Determination from Powder X-Ray Diffraction	2026-05-23	arXiv (Cornell University)		https://arxiv.org/abs/2605.24594	0	14.300	crystal,generative_model,ml,physics_informed,uncertainty	In this work, we present a hybrid ab-initio approach that decomposes structure determination into a two-stage optimization problem: (1) discrete selection of space group symmetry, unit cell parameters, and Wyckoff site combinations; and (2) continuous optimization of atomic coordinates within the selected Wyckoff positions.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
PhaseTransfer: A transfer learning framework for efficient phase diagram mapping	2026-05-26	npj Computational Materials	https://doi.org/10.1038/s41524-026-02154-2	https://doi.org/10.1038/s41524-026-02154-2	0	14.033	active_learning,h2,high_throughput,priority_journal,transfer_learning	Here we introduce PhaseTransfer, a transfer learning framework that leverages previously characterized phase diagrams to accelerate mapping of new systems.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Fine-tune on MOF datasets and test whether transfer helps scarce labels such as flexibility, defects, or guest response. Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states.	Pretraining or transfer-learning route is promising for MOF tasks with sparse labels or many related properties.
Accelerating point-defect simulations using data-driven and machine learning approaches	2026-05-23	MRS Bulletin	https://doi.org/10.1557/s43577-026-01103-0	https://doi.org/10.1557/s43577-026-01103-0	0	14.000	dft,h2,high_throughput,interatomic_potential,ml,oxide,surrogate_model	Data-driven and machine learning (ML) models trained on computational data can enable rapid defect property predictions and high-throughput screening.	Likely sensitive to training-set coverage and transferability across chemistries. Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics.	Extend training to guest-loaded, distorted, and diffusion-transition configurations. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	MLIP route can transfer to MOFs if trained on flexible, guest-loaded, and charged configurations.
Artificial intelligence in additive Manufacturing: advances in smart materials, lattice optimization, and process intelligence	2026-04-18	The International Journal of Advanced Manufacturing Technology	https://doi.org/10.1007/s00170-026-18072-y	https://doi.org/10.1007/s00170-026-18072-y	1	13.804	active_learning,h2,ml,physics_informed,review	Artificial intelligence (AI) and additive manufacturing (AM) have propelled the next wave of technological innovation by integrating data-driven intelligence with design freedom, thereby enabling adaptive, efficient, and multifunctional systems.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
Machine Learning Interatomic Potentials: Advancing Open-Source Software for Efficient and Scalable Molecular Simulation	2026-05-21	ArXiv.org		https://arxiv.org/abs/2605.22698	0	13.778	dft,equivariant_ml,h2,interatomic_potential,ml,physics_informed	We present mlip v2, a new generation of the mlip library that advances efficient and scalable molecular simulation through a unified and extensible framework.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Extend training to guest-loaded, distorted, and diffusion-transition configurations.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.
Accelerating point defect simulations using data-driven and machine learning approaches	2026-04-22	arXiv (Cornell University)		https://arxiv.org/abs/2604.21069	0	13.656	dft,h2,high_throughput,interatomic_potential,ml,oxide,surrogate_model	Data-driven and machine learning (ML) models trained on computational data can enable rapid defect property predictions and high-throughput screening.	Likely sensitive to training-set coverage and transferability across chemistries. Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics.	Extend training to guest-loaded, distorted, and diffusion-transition configurations. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	MLIP route can transfer to MOFs if trained on flexible, guest-loaded, and charged configurations.
Benchmarking machine-learned interatomic potentials for molecular infrared spectroscopy	2026-05-21	ArXiv.org		https://arxiv.org/abs/2605.22367	0	13.478	equivariant_ml,h2,high_throughput,interatomic_potential,md,ml,separation	Machine learning has transformed the field of atomistic simulations by enabling the development of interatomic potentials that are computationally efficient and highly accurate.	Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled. Likely sensitive to training-set coverage and transferability across chemistries.	Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Representation-learning advance may transfer to MOFs after adding porous-crystal topology and metal-node chemistry.
Research on the Application of Machine Learning in the R&D of Automotive Solid-State Electrolyte Materials	2026-05-18	Theoretical and Natural Science	https://doi.org/10.54254/2753-8818/2026.dl33572	https://doi.org/10.54254/2753-8818/2026.dl33572	0	13.444	battery,electrolyte,generative_model,gnn,h2,high_throughput,ml	With the rapid development of the new energy vehicle industry, solid-state electrolytes, as key materials to improve the safety and energy density of lithium-ion batteries, have attracted extensive attention.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Representation gains depend on whether periodicity, long-range electrostatics, and porous-framework topology are handled.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Benchmark node/linker-aware periodic graphs against generic crystal representations on MOF properties.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
CrystalCGAIN: efficient generation and inverse design of porous crystal structures with target properties	2026-05-28	npj Computational Materials	https://doi.org/10.1038/s41524-026-02138-2	https://doi.org/10.1038/s41524-026-02138-2	0	13.256	crystal,dft,generative_model,priority_journal,separation,zeolite	The development of new materials is a key challenge in modern materials science.	Generative candidates may need explicit topology, charge-balance, and synthesizability constraints before MOF transfer. Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics.	Recast the generator with MOF topology, linker-node compatibility, charge, and synthetic-accessibility constraints. Test humid or multicomponent conditions and connect material metrics to process-level targets.	Generative or inverse-design idea may transfer to MOFs if topology, charge, and synthesizability constraints are made explicit.
NN-xTB: density functional accuracy at semi empirical speed with neural network extended tight binding	2026-05-20	Nature Communications	https://doi.org/10.1038/s41467-026-73184-z	https://doi.org/10.1038/s41467-026-73184-z	0	13.167	dft,h2,high_throughput,interatomic_potential,priority_journal	Accurate prediction of molecular structure, energetics, and reactivity requires quantum chemistry methods that remain too costly for large-scale and high-throughput modeling.	Electronic-structure trends may be stronger than finite-temperature dynamics, solvent, or kinetics. Screening conclusions may depend on idealized structures, force fields, and missing defects/flexibility.	Extend training to guest-loaded, distorted, and diffusion-transition configurations.	MLIP route can transfer to MOFs if trained on flexible, guest-loaded, and charged configurations.
Autonomous closed-loop framework for reproducible perovskite solar cells	2026-04-21	Apollo (University of Cambridge)	https://doi.org/10.17863/cam.129397	https://www.repository.cam.ac.uk/handle/1810/401657	0	13.144	active_learning,h2,high_throughput,ml,perovskite,symbolic_regression	Here, we introduce an autonomous closed-loop framework that integrates machine learning (ML)-driven material discovery with an automated manufacturing platform.	Acquisition functions and uncertainty estimates may be poorly calibrated outside the original chemistry domain. Likely sensitive to training-set coverage and transferability across chemistries.	Use uncertainty-aware active learning to choose MOF calculations that probe new nodes, linkers, and guest-loaded states. Benchmark uncertainty and out-of-domain behavior before broad screening claims.	Active-learning or uncertainty workflow could help decide which MOF DFT/MD/GCMC labels are worth generating next.
